province,make,model,model_year,condition,vehicles,price_p10,price_p25,price_median,price_p75,price_p90,price_mean,mileage_median,days_on_market_median
AB,Acura,ADX,2025,New,16,49000,50516,51990,52630,52930,51431,20,58
AB,Acura,ADX,2025,Used,23,41599,42448,43995,46448,49931,44612,10129,40
AB,Acura,ADX,2026,New,213,48525,52990,54575,57990,58230,54913,14,55
AB,Acura,Integra,2026,New,36,44670,46490,50285,51149,61945,50894,12,59
AB,Acura,MDX,2016,Used,11,15998,17448,18988,21450,21999,19237,168145,18
AB,Acura,MDX,2017,Used,12,18136,18791,21494,25891,26789,22678,155547,30
AB,Acura,MDX,2019,Used,10,21966,23100,28492,30748,32990,27547,142126,24
AB,Acura,MDX,2020,Used,11,27995,28948,34998,36494,41708,33920,113642,37
AB,Acura,MDX,2022,Used,13,37596,43598,45907,46995,47998,44782,84658,24
AB,Acura,MDX,2023,Used,18,46855,48999,50245,54371,59926,51768,72980,58
AB,Acura,MDX,2024,Used,22,47388,49995,51995,53990,58858,53061,52713,55
AB,Acura,MDX,2025,Used,31,57782,58642,59495,60692,64499,59972,30839,59
AB,Acura,MDX,2026,New,190,73005,76490,77538,82688,83538,79461,12,24
AB,Acura,RDX,2019,Used,15,26683,28438,31760,32800,34952,30778,106781,24
AB,Acura,RDX,2021,Used,11,32985,33244,35689,36342,40499,35702,92160,36
AB,Acura,RDX,2023,Used,14,40500,41990,43496,44998,45866,43115,61078,36
AB,Acura,RDX,2024,Used,39,42868,45700,47500,49752,52098,47215,39259,40
AB,Acura,RDX,2025,Used,24,51154,51990,52997,53620,54866,52989,26402,33
AB,Acura,RDX,2026,New,24,62213,63478,67075,68790,68790,66070,16,59
AB,Alfa Romeo,Stelvio,2026,New,23,69790,72290,73290,73290,74040,72599,18,55
AB,Alfa Romeo,Tonale,2026,New,13,61130,61930,62840,63030,63430,62541,14,55
AB,Audi,A3,2026,New,10,53261,55282,61653,62746,63360,59645,27,58
AB,Audi,A3,2026,Used,11,35988,36344,36909,40354,49990,40454,14527,43
AB,Audi,A5,2025,Used,17,48660,51400,54988,57250,63175,55761,8146,58
AB,Audi,A5,2026,New,21,69079,73329,75919,77645,77945,74723,90,58
AB,Audi,A6,2026,New,20,87646,93522,103454,105254,105644,99257,90,58
AB,Audi,Q3,2022,Used,15,26383,26908,28500,30984,34044,29587,83888,31
AB,Audi,Q3,2025,Used,26,36055,37648,38786,41528,43996,39800,29560,24
AB,Audi,Q3,2026,New,138,59057,62149,65800,86265,86265,70380,90,39
AB,Audi,Q5,2018,Used,13,17300,18995,19999,21907,23620,20692,133895,24
AB,Audi,Q5,2022,Used,11,27907,29605,32800,33492,34707,31745,93941,40
AB,Audi,Q5,2023,Used,24,29621,34882,38248,41827,43959,38288,60846,18
AB,Audi,Q5,2024,Used,13,34098,36980,47997,49999,54388,44438,52166,24
AB,Audi,Q5,2025,Used,86,51894,53987,56945,61787,64925,57866,8932,55
AB,Audi,Q5,2026,New,207,69830,74664,78546,80846,86265,77942,90,58
AB,Audi,Q5 Sportback,2026,New,48,76538,79396,80549,81533,86265,80575,90,58
AB,Audi,Q6 e-tron,2027,New,10,93312,95382,104256,104384,104841,100196,90,58
AB,Audi,Q7,2018,Used,10,20409,22540,24950,29346,36854,29521,127988,20
AB,Audi,Q7,2022,Used,12,31967,36623,40951,47641,52681,41783,69414,38
AB,Audi,Q7,2026,New,84,95779,97391,102718,107962,112890,103125,33,58
AB,Audi,Q7,2026,Used,19,60786,63494,82495,84948,86925,76118,13600,24
AB,Audi,Q8,2026,New,13,105381,113707,118739,126539,128171,118636,90,58
AB,Audi,RS,2026,New,10,191302,193166,195185,199863,210595,198275,26,48
AB,Audi,RS3,2026,New,16,86265,87732,90906,93107,93990,90418,90,58
AB,Audi,S5,2025,Used,10,63089,66612,70850,74241,78556,70508,6972,52
AB,Audi,S5,2026,New,25,81458,85877,86265,90251,91861,86857,30,58
AB,Audi,SQ5,2025,Used,13,73001,73591,74799,79400,84609,76719,6490,40
AB,Audi,SQ5,2026,New,89,83779,86265,91196,93746,94648,90063,90,39
AB,Audi,SQ7,2026,New,45,133363,135314,140054,143114,145162,140041,90,58
AB,BMW,2 Series,2026,New,15,53909,54485,54485,57059,71191,58903,90,42
AB,BMW,3 Series,2018,Used,12,14198,17122,19996,22466,23879,20058,147722,38
AB,BMW,3 Series,2020,Used,10,27696,28474,32204,45715,48188,36495,101406,12
AB,BMW,3 Series,2026,New,38,72341,74648,78928,93434,97644,82863,44,55
AB,BMW,3 Series,2026,Used,18,68097,72282,73120,75208,79910,73284,4026,58
AB,BMW,4 Series,2026,New,22,75555,76533,81778,96758,100188,86130,90,32
AB,BMW,4 Series,2027,New,24,74325,80280,98609,101733,108447,93364,90,16
AB,BMW,M5,2027,New,11,157395,164876,172053,173055,174057,170283,90,55
AB,BMW,X1,2023,Used,13,35759,35999,36910,38510,38996,37385,37084,25
AB,BMW,X1,2025,Used,19,36105,37948,41995,46888,51675,43410,30533,38
AB,BMW,X1,2026,New,150,61785,63595,66672,71574,75695,67821,90,55
AB,BMW,X1,2026,Used,32,57368,59170,62245,64558,69305,62350,2443,58
AB,BMW,X1,2027,New,31,64909,67398,69695,74309,78249,70895,90,11
AB,BMW,X2,2025,Used,15,38567,40325,41889,45702,55199,44725,45224,42
AB,BMW,X2,2026,New,47,63255,68695,70295,76970,79148,71557,90,55
AB,BMW,X2,2027,New,13,66679,71798,71798,76795,79778,73167,90,41
AB,BMW,X3,2018,Used,13,17187,20999,21999,24588,26696,22270,128146,32
AB,BMW,X3,2019,Used,17,21955,22995,23988,27980,32961,26039,108900,35
AB,BMW,X3,2024,Used,11,36999,38542,40980,45998,51910,43166,78068,18
AB,BMW,X3,2026,New,138,71989,73946,78602,81549,86598,79321,90,42
AB,BMW,X3,2026,Used,17,65926,68695,74245,76045,76715,72272,4176,58
AB,BMW,X5,2021,Used,12,40999,45749,51995,57916,66899,52754,83554,37
AB,BMW,X5,2022,Used,12,38099,42746,45970,48976,56850,48041,96069,54
AB,BMW,X5,2024,Used,18,64336,68181,73910,78998,118164,80024,43498,59
AB,BMW,X5,2026,New,53,113783,124911,147512,158613,176615,145406,33,55
AB,BMW,X5,2026,Used,20,98895,100620,108934,112829,134399,111192,5984,55
AB,BMW,X6,2026,New,10,128949,132432,146220,174849,181577,153409,48,58
AB,BMW,X6,2027,New,19,121695,124370,128253,181345,201304,151074,90,40
AB,BMW,X7,2027,New,16,147789,148882,162429,169330,178152,162142,90,10
AB,BMW,i4,2026,New,17,76875,79800,89635,91135,95685,86690,90,55
AB,BMW,iX,2026,New,12,109726,119112,122476,124046,128922,123657,82,61
AB,Buick,Enclave,2023,Used,10,33270,38158,40946,44382,49636,40772,81614,52
AB,Buick,Enclave,2026,New,188,62884,66518,69846,73545,79561,70248,9,58
AB,Buick,Enclave,2026,Used,17,64531,65743,67904,71708,76668,69230,5674,53
AB,Buick,Enclave,2027,New,20,71421,71898,75300,80838,81603,76240,9,16
AB,Buick,Encore GX,2023,Used,11,20395,22392,24391,25495,27608,24481,65140,37
AB,Buick,Encore GX,2024,Used,14,25149,26221,27946,32303,33416,29296,27368,55
AB,Buick,Encore GX,2025,Used,11,28988,29900,31991,33569,35999,31895,23449,36
AB,Buick,Encore GX,2026,New,215,36018,37965,39999,42988,44738,40395,9,55
AB,Buick,Encore GX,2026,Used,19,35758,35920,37792,40956,41789,38415,6,42
AB,Buick,Envision,2022,Used,17,26343,29431,29999,31950,33538,29989,76936,52
AB,Buick,Envision,2023,Used,24,30257,33244,34350,36165,37214,34348,45421,31
AB,Buick,Envision,2024,Used,19,34383,36946,39580,39988,40600,38193,29344,14
AB,Buick,Envision,2025,Used,12,41448,42590,44249,46029,47593,44350,15722,46
AB,Buick,Envision,2026,New,957,48523,50288,51634,54487,55348,52265,10,55
AB,Buick,Envision,2026,Used,49,46887,49679,51623,53185,53801,51129,12,43
AB,Buick,Envista,2024,Used,15,24679,26224,27698,28536,28818,27152,34568,46
AB,Buick,Envista,2025,Used,11,25980,26738,28999,30414,30900,28516,26374,42
AB,Buick,Envista,2026,New,218,31999,32801,34005,35771,36516,34208,10,52
AB,Buick,is-new,2026,New,41,31541,33210,47780,53626,55160,45489,12,62
AB,Cadillac,CT5,2026,New,29,67018,68490,69676,70598,72821,69677,6,50
AB,Cadillac,Escalade,2023,Used,12,88099,92932,98840,113384,138409,105861,75730,26
AB,Cadillac,Escalade,2026,New,64,145326,148672,163858,169762,172432,160368,8,47
AB,Cadillac,LYRIQ,2027,New,23,76914,77488,78809,82256,100229,82822,,10
AB,Cadillac,OPTIQ,2027,New,33,60918,64643,67624,69369,70324,67333,9,16
AB,Cadillac,VISTIQ,2027,New,20,88866,91056,93552,94022,96128,94288,4,14
AB,Cadillac,XT5,2026,New,62,54927,64718,68651,71832,73348,67157,8,25
AB,Cadillac,XT5,2026,Used,11,54469,55657,64886,71562,72102,63775,2837,60
AB,Chevrolet,Blazer,2023,Used,10,28789,31122,32447,35572,40171,32765,75902,27
AB,Chevrolet,Blazer,2024,Used,12,30239,34895,40990,43945,44989,38844,51668,45
AB,Chevrolet,Blazer,2026,New,101,48054,50233,56477,59995,61187,55084,10,18
AB,Chevrolet,Blazer EV,2024,Used,10,42428,42991,44633,46490,49999,45039,37708,48
AB,Chevrolet,Bolt,2027,New,132,34654,37226,40606,43843,47219,41031,7,55
AB,Chevrolet,Bolt EV,2027,New,43,36104,36409,38188,41558,44482,39322,6,33
AB,Chevrolet,Colorado,2018,Used,12,18379,21974,27990,30948,34887,27151,132810,17
AB,Chevrolet,Colorado,2021,Used,10,30673,33843,40494,44795,47114,38714,98590,20
AB,Chevrolet,Colorado,2022,Used,14,28540,31743,36505,44738,46963,38246,94868,27
AB,Chevrolet,Colorado,2024,Used,19,45710,46192,47990,50939,54672,49490,37098,28
AB,Chevrolet,Colorado,2026,New,151,51999,55344,58319,66338,69976,60210,10,46
AB,Chevrolet,Colorado,2026,Used,11,52000,52868,55593,60862,62791,57053,2922,43
AB,Chevrolet,Corvette,2019,Used,10,62028,63249,67988,89880,108182,77119,29913,46
AB,Chevrolet,Corvette,2024,Used,10,85735,109895,169900,185221,189199,150455,6978,41
AB,Chevrolet,Corvette,2026,New,76,96098,108597,157138,174984,184930,143850,10,55
AB,Chevrolet,Corvette,2027,New,48,101628,123727,147784,166474,186042,144885,7,26
AB,Chevrolet,Cruze,2014,Used,11,6999,7200,7500,8690,9900,8084,147364,11
AB,Chevrolet,Cruze,2015,Used,17,6797,7909,7999,8900,10991,8421,139733,24
AB,Chevrolet,Cruze,2017,Used,25,7997,9999,11600,13558,14600,11670,137854,36
AB,Chevrolet,Cruze,2018,Used,17,11538,12497,13699,13995,15984,13377,138000,38
AB,Chevrolet,Cruze,2019,Used,17,11966,13995,14995,17059,19931,15879,126100,37
AB,Chevrolet,Equinox,2015,Used,10,8090,8999,11029,14411,15331,11615,161612,25
AB,Chevrolet,Equinox,2016,Used,12,7836,9897,9997,13934,15193,11131,197460,36
AB,Chevrolet,Equinox,2017,Used,20,8500,9788,12900,14170,14982,12199,147252,22
AB,Chevrolet,Equinox,2018,Used,28,10999,13842,16753,18757,19831,16287,141904,31
AB,Chevrolet,Equinox,2019,Used,27,12130,14748,17488,19944,21996,17090,134286,37
AB,Chevrolet,Equinox,2020,Used,29,12649,14993,17487,20495,21900,17311,138131,24
AB,Chevrolet,Equinox,2021,Used,20,17226,18412,19988,22368,25918,20611,117716,34
AB,Chevrolet,Equinox,2022,Used,30,19166,19995,21554,23374,24910,21794,100324,24
AB,Chevrolet,Equinox,2023,Used,19,21198,22092,23999,28790,30924,25044,82431,23
AB,Chevrolet,Equinox,2024,Used,29,24704,25900,27890,29995,31996,27916,60659,26
AB,Chevrolet,Equinox,2025,Used,21,32888,32997,35999,37900,39995,36004,18077,32
AB,Chevrolet,Equinox,2026,New,100,39787,40999,45291,47002,48485,44445,8,55
AB,Chevrolet,Equinox,2026,Used,62,33039,33991,37546,39810,40908,37159,27231,52
AB,Chevrolet,Equinox,2027,New,261,41294,43766,45889,49973,51238,46436,9,26
AB,Chevrolet,Equinox EV,2026,New,32,45559,47895,51412,55994,60058,52052,10,24
AB,Chevrolet,Express,2025,New,45,50809,51934,55114,60887,64203,56861,15,54
AB,Chevrolet,Express,2026,New,26,56010,62999,65094,65935,68686,63940,9,60
AB,Chevrolet,Malibu,2019,Used,10,14660,14999,16470,21248,25924,19058,118327,10
AB,Chevrolet,Malibu,2022,Used,16,18325,19159,19968,21996,23944,20757,103266,24
AB,Chevrolet,Malibu,2023,Used,22,19099,20122,22442,23150,23995,21896,76681,30
AB,Chevrolet,Malibu,2024,Used,37,21183,23350,24980,25900,27311,24745,45932,38
AB,Chevrolet,Malibu,2025,Used,18,22653,23670,25342,25980,27916,24865,58638,40
AB,Chevrolet,Silverado,2024,Used,16,41741,43976,55492,59737,65991,54055,80704,62
AB,Chevrolet,Silverado,2026,New,57,65613,67909,74478,86964,86964,77312,15,17
AB,Chevrolet,Silverado 1500,2015,Used,11,15999,17554,19077,21355,22709,19760,195108,37
AB,Chevrolet,Silverado 1500,2017,Used,32,18889,20881,25250,29976,34447,26309,165331,24
AB,Chevrolet,Silverado 1500,2018,Used,55,17997,21002,26899,29496,33595,26241,156329,24
AB,Chevrolet,Silverado 1500,2019,Used,32,22833,24997,30350,35248,38688,31084,156828,37
AB,Chevrolet,Silverado 1500,2020,Used,17,26808,29999,34856,37888,40749,34394,139458,17
AB,Chevrolet,Silverado 1500,2021,Used,39,29726,34493,39978,41988,45991,39499,136650,38
AB,Chevrolet,Silverado 1500,2022,Used,57,29666,34995,43447,47995,53059,41976,105115,37
AB,Chevrolet,Silverado 1500,2023,Used,91,37888,41000,44999,51994,57995,46281,85070,28
AB,Chevrolet,Silverado 1500,2024,Used,187,41994,46999,53499,57952,62390,52502,62589,36
AB,Chevrolet,Silverado 1500,2025,Used,108,46834,48991,52261,61891,66989,55315,37725,33
AB,Chevrolet,Silverado 1500,2026,New,1201,61670,63898,71792,78688,85787,72367,10,36
AB,Chevrolet,Silverado 1500,2026,Used,69,52980,63426,69661,73694,81196,68593,8600,52
AB,Chevrolet,Silverado 1500 LTD,2022,Used,21,30059,32777,38990,48999,49906,39791,141184,38
AB,Chevrolet,Silverado 2500,2024,Used,21,59980,65995,73980,79280,81980,73171,49623,22
AB,Chevrolet,Silverado 2500,2026,New,35,84249,85578,87718,107330,109264,93348,15,9
AB,Chevrolet,Silverado 2500HD,2022,Used,17,42955,48622,54195,59995,69929,54442,139237,38
AB,Chevrolet,Silverado 2500HD,2024,Used,32,52565,56366,74760,83210,85987,70883,69321,40
AB,Chevrolet,Silverado 2500HD,2025,Used,11,64708,68722,72999,76986,88980,74322,44858,51
AB,Chevrolet,Silverado 2500HD,2026,New,155,75157,81976,85989,102960,110600,90768,10,24
AB,Chevrolet,Silverado 3500,2026,New,40,82795,92957,102364,108363,111094,99454,15,9
AB,Chevrolet,Silverado 3500HD,2022,Used,14,46586,49593,65028,69404,71125,60911,107216,38
AB,Chevrolet,Silverado 3500HD,2023,Used,12,55108,59016,64327,74182,76596,65706,153520,38
AB,Chevrolet,Silverado 3500HD,2024,Used,25,58598,59998,70900,82980,89980,73073,72086,52
AB,Chevrolet,Silverado 3500HD,2025,Used,10,68522,70471,74341,87324,91886,78212,48415,36
AB,Chevrolet,Silverado 3500HD,2026,New,269,85065,95854,102319,107857,113130,100931,10,52
AB,Chevrolet,Spark,2021,Used,12,13097,13994,15708,17224,17979,15614,90059,32
AB,Chevrolet,Spark,2022,Used,10,14749,15125,15894,16192,17831,16140,80822,21
AB,Chevrolet,Suburban,2023,Used,10,57200,58893,61497,69984,77078,64669,90188,52
AB,Chevrolet,Suburban,2024,Used,10,60435,65499,71998,78241,80676,71664,76401,38
AB,Chevrolet,Suburban,2026,New,119,91159,100578,111073,115763,120943,108616,10,51
AB,Chevrolet,Tahoe,2019,Used,10,22699,25998,29854,38942,40989,31328,200584,28
AB,Chevrolet,Tahoe,2023,Used,18,58839,65515,70249,74167,78593,69745,82122,39
AB,Chevrolet,Tahoe,2024,Used,11,69995,72700,79900,83744,85995,78374,59119,56
AB,Chevrolet,Tahoe,2026,New,246,94395,99651,106914,112052,117428,105885,10,42
AB,Chevrolet,Tahoe,2026,Used,14,94008,99234,105356,114968,115997,106432,2364,48
AB,Chevrolet,TrailBlazer,2024,Used,14,28100,28732,29480,29994,30814,29445,35411,13
AB,Chevrolet,TrailBlazer,2025,Used,22,27403,28822,30522,33523,34920,31004,31931,44
AB,Chevrolet,TrailBlazer,2026,New,233,33977,35199,37999,40482,42358,38130,9,23
AB,Chevrolet,TrailBlazer,2026,Used,19,31974,33352,36980,40450,41454,36778,10213,31
AB,Chevrolet,Traverse,2023,Used,21,31995,37697,39997,41888,43488,39417,78945,34
AB,Chevrolet,Traverse,2024,Used,14,43838,45078,46454,48874,50487,47403,48454,14
AB,Chevrolet,Traverse,2026,New,139,58438,61918,67040,70606,72027,66491,10,53
AB,Chevrolet,Traverse,2026,Used,38,48863,50992,53820,59488,66228,55667,28358,43
AB,Chevrolet,Traverse,2027,New,128,58999,62441,66170,69782,73287,66288,6,10
AB,Chevrolet,Trax,2024,Used,22,22601,22999,24850,25968,26988,24754,39890,24
AB,Chevrolet,Trax,2025,Used,28,25433,25998,27142,28241,29990,27511,19238,21
AB,Chevrolet,Trax,2026,New,601,29408,30314,31436,32804,33892,31589,10,52
AB,Chevrolet,Trax,2026,Used,44,27368,27804,29613,31112,32333,29630,6,50
AB,Chrysler,Grand Caravan,2024,Used,19,33698,36209,37888,39996,45735,39052,32759,31
AB,Chrysler,Grand Caravan,2025,Used,30,38936,39995,43338,46365,48460,43477,11577,34
AB,Chrysler,Grand Caravan,2026,New,114,45733,47046,49307,50490,50790,48789,15,58
AB,Chrysler,Grand Caravan,2027,New,52,49995,50590,50790,51891,52595,51176,16,55
AB,Chrysler,Pacifica,2017,Used,10,15306,16050,17394,21247,22999,18540,170123,37
AB,Chrysler,Pacifica,2021,Used,10,24536,25889,27488,31870,33687,29100,139016,29
AB,Chrysler,Pacifica,2022,Used,14,29298,30499,33944,36831,37798,33386,89462,38
AB,Chrysler,Pacifica,2023,Used,32,30020,33370,35248,37221,40771,36362,87006,34
AB,Chrysler,Pacifica,2024,Used,22,34908,37710,44982,48640,54942,45031,33331,54
AB,Chrysler,Pacifica,2025,Used,45,41999,42906,44907,49795,57011,47998,45817,28
AB,Chrysler,Pacifica,2026,New,100,53908,56569,60637,63366,69073,61112,16,56
AB,Chrysler,Pacifica,2027,New,191,55519,58144,60320,62494,64470,60656,15,55
AB,Dodge,Challenger,2023,Used,23,38538,42867,51997,67942,98189,63930,26262,38
AB,Dodge,Charger,2023,Used,18,31639,35218,38950,65418,74286,49130,49196,31
AB,Dodge,Charger,2026,New,148,63985,68426,75990,84561,87168,76405,21,58
AB,Dodge,Durango,2019,Used,11,18900,18954,23995,26642,29510,23554,140888,16
AB,Dodge,Durango,2021,Used,35,23702,27128,31995,37444,37999,32228,123128,30
AB,Dodge,Durango,2022,Used,34,31928,34361,35993,38992,42616,36883,90736,34
AB,Dodge,Durango,2023,Used,28,34398,36786,42497,48221,56496,44994,57316,38
AB,Dodge,Durango,2024,Used,48,38963,41809,44992,49220,57184,47243,51895,42
AB,Dodge,Durango,2025,New,12,119066,119915,124988,126694,134397,123079,69,56
AB,Dodge,Durango,2025,Used,71,44878,47089,51127,59998,101915,59925,40000,55
AB,Dodge,Durango,2026,New,612,55443,59089,65106,70278,77545,66314,15,53
AB,Dodge,Durango,2026,Used,39,50798,54168,57988,65061,74633,62068,5068,53
AB,Dodge,Durango,2027,New,26,62885,66209,74875,76155,77928,74625,0,8
AB,Dodge,Grand Caravan,2014,Used,13,7700,8900,8999,12950,13796,10245,148902,24
AB,Dodge,Grand Caravan,2015,Used,17,7100,8900,9995,10986,14692,10371,193115,29
AB,Dodge,Grand Caravan,2016,Used,22,8995,9962,11943,12584,13980,11643,161516,27
AB,Dodge,Grand Caravan,2017,Used,39,9940,11234,13995,14996,17198,13676,147260,37
AB,Dodge,Grand Caravan,2018,Used,21,10980,13975,15900,18995,19044,16001,144589,30
AB,Dodge,Grand Caravan,2019,Used,55,12083,14992,17995,19998,23999,17897,135704,37
AB,Dodge,Grand Caravan,2020,Used,22,16890,17841,20860,23925,25895,20915,123691,22
AB,Dodge,Hornet,2024,Used,76,28105,29999,34939,39929,47522,36969,13351,59
AB,Dodge,Hornet,2025,New,10,39756,41238,45927,49647,54848,46503,0,52
AB,Dodge,Journey,2014,Used,14,5295,7010,9252,11425,12389,9018,164956,22
AB,Dodge,Journey,2015,Used,20,7000,7974,9250,10978,13078,9707,149394,30
AB,Dodge,Journey,2016,Used,14,9065,9774,11986,14674,15029,12281,133714,14
AB,Dodge,Journey,2017,Used,24,9296,11875,13319,15995,16658,13525,121040,22
AB,Dodge,Journey,2018,Used,12,9644,10987,12749,15981,16995,13292,122459,30
AB,Dodge,Ram,2012,Used,19,8396,11352,14900,29950,32235,19555,223215,25
AB,Ford,Bronco,2022,Used,24,37293,40899,43982,47440,49666,43988,65533,33
AB,Ford,Bronco,2023,Used,23,41017,47363,52717,56676,56995,50880,51616,39
AB,Ford,Bronco,2024,Used,29,46995,49249,54995,64990,71359,58841,32664,24
AB,Ford,Bronco,2025,New,30,55928,59858,69358,75735,93929,72636,39,59
AB,Ford,Bronco,2025,Used,19,54770,57352,67977,73004,79147,69506,17757,54
AB,Ford,Bronco,2026,New,656,56762,61332,67004,76400,86506,70485,20,54
AB,Ford,Bronco Sport,2021,Used,20,17989,21625,24950,26925,27971,23874,99711,31
AB,Ford,Bronco Sport,2022,Used,26,22924,24322,27500,29997,33445,27942,64511,36
AB,Ford,Bronco Sport,2023,Used,42,26408,27891,29928,32348,34989,30548,54295,31
AB,Ford,Bronco Sport,2024,Used,70,27975,29999,31794,33305,34995,31787,44112,32
AB,Ford,Bronco Sport,2025,New,62,39099,42282,46416,57410,59858,48847,22,54
AB,Ford,Bronco Sport,2025,Used,72,31985,33998,36838,40990,44911,37441,18979,38
AB,Ford,Bronco Sport,2026,New,1450,36829,38991,42919,46792,50415,43331,15,54
AB,Ford,Bronco Sport,2026,Used,15,35832,38127,39988,42903,46240,40923,5747,60
AB,Ford,EcoSport,2018,Used,10,9760,13147,14512,14995,17178,14017,103363,38
AB,Ford,EcoSport,2019,Used,14,12799,13960,15299,17505,20104,15944,110404,44
AB,Ford,EcoSport,2020,Used,11,13999,14500,14988,18978,19888,16402,112398,37
AB,Ford,Edge,2013,Used,21,7999,8900,9995,13885,14950,12051,181266,29
AB,Ford,Edge,2014,Used,11,8900,9012,9900,11404,13950,10497,197956,11
AB,Ford,Edge,2016,Used,15,10194,10725,12988,15898,16459,13170,168000,37
AB,Ford,Edge,2017,Used,15,10133,12400,14995,16997,18364,14630,137699,37
AB,Ford,Edge,2018,Used,15,14353,15708,16997,19000,22115,17548,143735,37
AB,Ford,Edge,2019,Used,30,15268,16605,19658,20941,23986,19032,109441,22
AB,Ford,Edge,2020,Used,36,18425,19620,21200,23996,25494,21606,109671,36
AB,Ford,Edge,2021,Used,17,22885,22995,24850,25999,27994,25598,99051,26
AB,Ford,Edge,2022,Used,40,22537,25246,27639,29996,31990,27390,91121,34
AB,Ford,Edge,2023,Used,25,24888,26500,27000,28995,34361,28205,80828,38
AB,Ford,Edge,2024,Used,42,27898,30216,33709,35714,36975,32800,58525,31
AB,Ford,Escape,2013,Used,20,6999,8171,9992,11138,12910,10450,167642,20
AB,Ford,Escape,2014,Used,17,7997,8495,9999,12388,13791,10571,153101,24
AB,Ford,Escape,2015,Used,13,8098,8888,9995,13342,14400,10885,184704,24
AB,Ford,Escape,2016,Used,19,8340,8999,10999,12750,14969,11290,158448,24
AB,Ford,Escape,2017,Used,56,8946,11373,13250,14995,17250,13278,138072,30
AB,Ford,Escape,2018,Used,57,10994,11995,14787,16995,19842,14854,129770,24
AB,Ford,Escape,2019,Used,38,10996,13102,14988,16998,20265,15356,133604,38
AB,Ford,Escape,2020,Used,31,14999,16544,18696,21995,22500,19251,118335,33
AB,Ford,Escape,2021,Used,52,18356,19497,20997,23221,25492,21544,104646,31
AB,Ford,Escape,2022,Used,52,18306,20999,24475,26436,27958,23623,74315,24
AB,Ford,Escape,2023,Used,38,24209,25961,26998,29000,33160,27987,59794,44
AB,Ford,Escape,2024,Used,57,26162,28800,29555,31990,34823,30611,59432,37
AB,Ford,Escape,2025,New,26,37591,39244,41983,45386,51632,43467,34,55
AB,Ford,Escape,2025,Used,91,29680,30319,32999,34995,36986,32896,36257,25
AB,Ford,Expedition,2019,Used,14,28389,30232,32986,36091,38599,33174,162511,22
AB,Ford,Expedition,2020,Used,13,29000,37900,42697,46887,47991,40375,127534,21
AB,Ford,Expedition,2021,Used,24,38215,41674,46722,48240,55469,45754,118890,24
AB,Ford,Expedition,2022,Used,23,42155,50488,56995,59998,66510,55541,107349,29
AB,Ford,Expedition,2023,Used,13,47998,54299,59898,61845,67430,58663,97452,32
AB,Ford,Expedition,2024,Used,22,59899,62347,66254,75472,77162,69190,70356,24
AB,Ford,Expedition,2025,Used,29,83412,86722,89999,91603,94980,89588,31559,55
AB,Ford,Expedition,2026,New,45,102575,107640,110253,114515,119856,110370,21,43
AB,Ford,Expedition,2027,New,84,105028,111302,114445,116460,119911,112507,10,31
AB,Ford,Explorer,2015,Used,15,8321,11244,12900,15975,16546,13255,197799,24
AB,Ford,Explorer,2016,Used,14,11248,14474,16948,17946,22084,16676,169577,37
AB,Ford,Explorer,2017,Used,38,12795,15221,17986,18968,22839,17652,167424,36
AB,Ford,Explorer,2018,Used,26,13594,16436,19989,21827,23668,19028,155166,38
AB,Ford,Explorer,2019,Used,22,15910,19210,23154,26120,27868,21934,129480,34
AB,Ford,Explorer,2020,Used,30,23137,24527,27995,30589,35110,28262,129129,38
AB,Ford,Explorer,2021,Used,34,24500,26902,31534,35393,38512,31168,128810,22
AB,Ford,Explorer,2022,Used,69,29000,31999,34995,39990,43094,35608,94647,38
AB,Ford,Explorer,2023,Used,26,32238,33764,37995,40972,50994,38955,77120,31
AB,Ford,Explorer,2025,Used,36,43248,46916,49938,58996,62376,52499,42416,41
AB,Ford,Explorer,2026,New,580,54556,58205,61978,67845,70339,62711,15,53
AB,Ford,Explorer,2026,Used,19,52715,59218,63449,66398,68709,62390,9100,56
AB,Ford,Explorer,2027,New,116,59995,61307,66945,72659,78414,67744,0,24
AB,Ford,F 150,2026,New,80,59281,59407,76034,80970,83443,72841,9,57
AB,Ford,F 150 Xlt,2026,New,91,68277,69700,71407,73356,75424,71931,16,55
AB,Ford,F 350,2026,New,46,67916,70225,107164,118317,119022,100235,9,60
AB,Ford,F 350 Lariat,2026,New,23,103625,105987,109243,111376,114313,109406,21,55
AB,Ford,F-150,2010,Used,14,6020,6599,9144,11678,13579,10430,236616,2
AB,Ford,F-150,2011,Used,10,8850,10066,10900,12724,14395,11648,229524,6
AB,Ford,F-150,2012,Used,12,6690,9516,11072,15214,16800,14675,218149,10
AB,Ford,F-150,2013,Used,25,9760,11980,15878,19995,20988,16461,204182,10
AB,Ford,F-150,2014,Used,24,8650,9999,14294,20124,23335,15316,209815,22
AB,Ford,F-150,2015,Used,19,13320,15497,19900,22945,25756,19621,213366,24
AB,Ford,F-150,2016,Used,22,15095,19249,21998,24480,27895,21629,198096,25
AB,Ford,F-150,2017,Used,36,17448,19609,25448,33377,35944,26932,172388,16
AB,Ford,F-150,2018,Used,69,20483,24000,26988,31828,37712,28263,143425,18
AB,Ford,F-150,2019,Used,90,21994,25992,30848,36990,42225,32336,147936,25
AB,Ford,F-150,2020,Used,58,21373,27888,32943,39985,47536,34557,157558,24
